location,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,,,
Gibraltar,11/7/2021,,,,,,311,,,,,9231,4,0.012,,,
Gibraltar,11/8/2021,,,,,,293,,,,,8697,3,0.009,,,
Gibraltar,11/9/2021,91990,40578,39814,11598,,276,273.04,120.44,118.17,34.42,8192,2,0.006,,,
Gibraltar,11/10/2021,92256,40578,39814,11864,266,267,273.83,120.44,118.17,35.21,7925,2,0.006,,,
Gibraltar,11/11/2021,92257,40578,39814,11865,1,220,273.83,120.44,118.17,35.22,6530,1,0.003,,,
Gibraltar,11/12/2021,92749,40763,39814,12172,492,243,275.29,120.99,118.17,36.13,7213,27,0.08,,,
Gibraltar,11/13/2021,93018,40764,39814,12440,269,236,276.09,120.99,118.17,36.92,7005,27,0.08,,,
Gibraltar,11/14/2021,94019,40786,39815,13418,1001,349,279.06,121.06,118.18,39.83,10359,30,0.089,,,
Gibraltar,11/15/2021,94020,40786,39815,13419,1,320,279.07,121.06,118.18,39.83,9498,30,0.089,,,
Gibraltar,11/16/2021,94469,40787,39815,13867,449,354,280.4,121.06,118.18,41.16,10507,30,0.089,,,
Gibraltar,11/17/2021,94937,40787,39815,14335,468,383,281.79,121.06,118.18,42.55,11368,30,0.089,,,
Gibraltar,11/18/2021,95407,40787,39815,14805,470,450,283.18,121.06,118.18,43.94,13357,30,0.089,,,
Gibraltar,11/19/2021,95734,40795,39816,15123,327,426,284.15,121.09,118.18,44.89,12644,5,0.015,,,
Gibraltar,11/20/2021,96021,40892,39816,15313,287,429,285,121.37,118.18,45.45,12733,18,0.053,,,
Gibraltar,11/21/2021,96021,40892,39816,15313,0,286,285,121.37,118.18,45.45,8489,15,0.045,,,
Gibraltar,11/22/2021,,,,,,312,,,,,9261,15,0.045,,,
Gibraltar,11/23/2021,96391,40893,39817,15681,,275,286.1,121.38,118.18,46.54,8162,15,0.045,,,
Gibraltar,11/24/2021,,,,,,265,,,,,7866,16,0.047,,,
Gibraltar,11/25/2021,,,,,,255,,,,,7569,17,0.05,,,
Gibraltar,11/26/2021,97591,40909,39818,16864,,265,289.66,121.42,118.19,50.05,7866,16,0.047,,,
Gibraltar,11/27/2021,97601,40911,39818,16872,10,226,289.69,121.43,118.19,50.08,6708,3,0.009,,,
Gibraltar,11/28/2021,,,,,,246,,,,,7302,3,0.009,,,
Gibraltar,11/29/2021,,,,,,241,,,,,7153,3,0.009,,,
Gibraltar,11/30/2021,98034,40914,39819,17301,,235,290.98,121.44,118.19,51.35,6975,3,0.009,,,
Gibraltar,12/1/2021,98421,40945,39820,17656,387,233,292.13,121.53,118.19,52.41,6916,7,0.021,,,
Gibraltar,12/2/2021,99028,40945,39820,18263,607,262,293.93,121.53,118.19,54.21,7777,6,0.018,,,
Gibraltar,12/3/2021,99749,40995,39823,18931,721,308,296.07,121.68,118.2,56.19,9142,12,0.036,,,
Gibraltar,12/4/2021,100396,41002,39840,19554,647,399,297.99,121.7,118.25,58.04,11843,13,0.039,,,
Gibraltar,12/5/2021,,,,,,420,,,,,12466,13,0.039,,,
Gibraltar,12/6/2021,,,,,,440,,,,,13060,13,0.039,,,
Gibraltar,12/7/2021,101255,41010,39870,20375,,460,300.54,121.72,118.34,60.48,13653,14,0.042,,,
Gibraltar,12/8/2021,102158,41025,39870,21263,903,534,303.22,121.77,118.34,63.11,15850,11,0.033,,,
Gibraltar,12/9/2021,,,,,,533,,,,,15820,13,0.039,,,
Gibraltar,12/10/2021,103355,41041,39904,22410,,515,306.77,121.82,118.44,66.52,15286,7,0.021,,,
Gibraltar,12/11/2021,103818,41075,39907,22836,463,489,308.15,121.92,118.45,67.78,14514,10,0.03,,,
Gibraltar,12/12/2021,,,,,,488,,,,,14485,10,0.03,,,
Gibraltar,12/13/2021,,,,,,487,,,,,14455,10,0.03,,,
Gibraltar,12/14/2021,104657,41081,39931,23645,,486,310.64,121.93,118.52,70.18,14425,10,0.03,,,
Gibraltar,12/15/2021,105512,41099,39942,24471,855,479,313.18,121.99,118.55,72.63,14217,11,0.033,,,
Gibraltar,12/16/2021,106221,41120,40012,25089,709,495,315.28,122.05,118.76,74.47,14692,12,0.036,,,
Gibraltar,12/17/2021,106745,41134,40018,25593,524,484,316.84,122.09,118.78,75.96,14366,13,0.039,,,
Gibraltar,12/18/2021,107273,41144,40026,26103,528,494,318.4,122.12,118.8,77.48,14663,10,0.03,,,
Gibraltar,12/19/2021,,,,,,485,,,,,14396,10,0.03,,,
Gibraltar,12/20/2021,,,,,,476,,,,,14128,11,0.033,,,
Gibraltar,12/21/2021,,,,,,468,,,,,13891,11,0.033,,,
Gibraltar,12/22/2021,108149,41162,40046,26941,,377,321,122.18,118.86,79.96,11190,9,0.027,,,
Gibraltar,12/23/2021,108323,41173,40065,27085,174,300,321.52,122.21,118.92,80.39,8904,8,0.024,,,
Gibraltar,12/24/2021,,,,,,228,,,,,6767,6,0.018,,,
Gibraltar,12/25/2021,,,,,,155,,,,,4601,5,0.015,,,
Gibraltar,12/26/2021,,,,,,126,,,,,3740,4,0.012,,,
Gibraltar,12/27/2021,,,,,,97,,,,,2879,4,0.012,,,
Gibraltar,12/28/2021,,,,,,68,,,,,2018,3,0.009,,,
Gibraltar,12/29/2021,,,,,,39,,,,,1158,3,0.009,,,
Gibraltar,12/30/2021,,,,,,17,,,,,505,2,0.006,,,
Gibraltar,12/31/2021,,,,,,17,,,,,505,2,0.006,,,
Gibraltar,1/1/2022,,,,,,17,,,,,505,2,0.006,,,
Gibraltar,1/2/2022,,,,,,17,,,,,505,2,0.006,,,
Gibraltar,1/3/2022,,,,,,17,,,,,505,2,0.006,,,
Gibraltar,1/4/2022,,,,,,17,,,,,505,2,0.006,,,
Gibraltar,1/5/2022,,,,,,17,,,,,505,2,0.006,,,
Gibraltar,1/6/2022,,,,,,17,,,,,505,2,0.006,,,
Gibraltar,1/7/2022,108577,41199,40079,27299,,17,322.27,122.28,118.96,81.03,505,2,0.006,,,
Gibraltar,1/8/2022,,,,,,27,,,,,801,2,0.006,,,
Gibraltar,1/9/2022,,,,,,36,,,,,1069,3,0.009,,,
Gibraltar,1/10/2022,,,,,,46,,,,,1365,3,0.009,,,
Gibraltar,1/11/2022,108913,41220,40110,27583,,55,323.27,122.35,119.05,81.87,1632,4,0.012,,,
Gibraltar,1/12/2022,109110,41232,40117,27761,197,81,323.86,122.38,119.07,82.4,2404,5,0.015,,,
Gibraltar,1/13/2022,109271,41235,40128,27908,161,102,324.33,122.39,119.11,82.84,3028,5,0.015,,,
Gibraltar,1/14/2022,109445,41241,40137,28067,174,124,324.85,122.41,119.13,83.31,3681,6,0.018,,,
Gibraltar,1/15/2022,109609,41253,40143,28213,164,135,325.34,122.45,119.15,83.74,4007,7,0.021,,,
Gibraltar,1/16/2022,,,,,,134,,,,,3977,7,0.021,,,
Gibraltar,1/17/2022,,,,,,132,,,,,3918,7,0.021,,,
Gibraltar,1/18/2022,109828,41267,40301,28260,,131,325.99,122.49,119.62,83.88,3888,7,0.021,,,
Gibraltar,1/19/2022,109993,41279,40416,28298,165,126,326.48,122.52,119.96,83.99,3740,7,0.021,,,
Gibraltar,1/20/2022,110157,41292,40567,28298,164,127,326.96,122.56,120.41,83.99,3770,8,0.024,,,
Gibraltar,1/21/2022,110192,41292,40567,28333,35,107,327.07,122.56,120.41,84.1,3176,7,0.021,,,
Gibraltar,1/22/2022,110437,41335,40666,28436,245,118,327.79,122.69,120.7,84.4,3502,12,0.036,,,
Gibraltar,1/23/2022,,,,,,119,,,,,3532,11,0.033,,,
Gibraltar,1/24/2022,,,,,,121,,,,,3591,11,0.033,,,
Gibraltar,1/25/2022,,,,,,122,,,,,3621,10,0.03,,,
Gibraltar,1/26/2022,,,,,,110,,,,,3265,9,0.027,,,
Gibraltar,1/27/2022,110843,41343,40696,28804,,98,329,122.71,120.79,85.49,2909,7,0.021,,,
Gibraltar,1/28/2022,110991,41352,40712,28927,148,114,329.44,122.74,120.84,85.86,3384,9,0.027,,,
Gibraltar,1/29/2022,111101,41356,40722,29023,110,95,329.76,122.75,120.87,86.14,2820,3,0.009,,,
Gibraltar,1/30/2022,,,,,,89,,,,,2642,3,0.009,,,
Gibraltar,1/31/2022,,,,,,83,,,,,2464,4,0.012,,,
Gibraltar,2/1/2022,111222,41370,40737,29115,,77,330.12,122.79,120.91,86.42,2285,4,0.012,,,
Gibraltar,2/2/2022,111323,41379,40742,29202,101,80,330.42,122.82,120.93,86.68,2375,5,0.015,,,
Gibraltar,2/3/2022,,,,,,81,,,,,2404,12,0.036,,,
Gibraltar,2/4/2022,,,,,,72,,,,,2137,17,0.05,,,
Gibraltar,2/5/2022,,,,,,68,,,,,2018,23,0.068,,,
Gibraltar,2/6/2022,,,,,,75,,,,,2226,29,0.086,,,
Gibraltar,2/7/2022,,,,,,82,,,,,2434,35,0.104,,,
Gibraltar,2/8/2022,111838,41657,40743,29438,,88,331.95,123.64,120.93,87.38,2612,41,0.122,,,
Gibraltar,2/9/2022,,,,,,87,,,,,2582,41,0.122,,,
Gibraltar,2/10/2022,112023,41678,40757,29588,,88,332.5,123.71,120.97,87.82,2612,36,0.107,,,
Gibraltar,2/11/2022,112137,41679,40770,29688,114,92,332.84,123.71,121.01,88.12,2731,30,0.089,,,
Gibraltar,2/12/2022,,,,,,83,,,,,2464,23,0.068,,,
Gibraltar,2/13/2022,,,,,,74,,,,,2196,17,0.05,,,
Gibraltar,2/14/2022,,,,,,65,,,,,1929,11,0.033,,,
Gibraltar,2/15/2022,112234,41686,40784,29764,,57,333.13,123.73,121.05,88.34,1692,4,0.012,,,
Gibraltar,2/16/2022,112447,41691,40813,29943,213,74,333.76,123.75,121.14,88.88,2196,3,0.009,,,
Gibraltar,2/17/2022,112483,41697,40831,29955,36,66,333.87,123.76,121.19,88.91,1959,3,0.009,,,
Gibraltar,2/18/2022,112567,41705,40840,30022,84,61,334.12,123.79,121.22,89.11,1811,4,0.012,,,
Gibraltar,2/19/2022,,,,,,65,,,,,1929,6,0.018,,,
Gibraltar,2/20/2022,,,,,,69,,,,,2048,8,0.024,,,
Gibraltar,2/21/2022,,,,,,73,,,,,2167,11,0.033,,,
Gibraltar,2/22/2022,,,,,,76,,,,,2256,13,0.039,,,
Gibraltar,2/23/2022,112820,41795,40879,30146,,53,334.87,124.05,121.34,89.48,1573,15,0.045,,,
Gibraltar,2/24/2022,112912,41847,40890,30175,92,61,335.14,124.21,121.37,89.56,1811,21,0.062,,,
Gibraltar,2/25/2022,112975,41882,40898,30195,63,58,335.33,124.31,121.39,89.62,1722,25,0.074,,,
Gibraltar,2/26/2022,,,,,,53,,,,,1573,24,0.071,,,
Gibraltar,2/27/2022,113009,41902,40905,30202,,49,335.43,124.37,121.41,89.64,1454,23,0.068,,,
Gibraltar,2/28/2022,,,,,,51,,,,,1514,25,0.074,,,
Gibraltar,3/1/2022,113138,41968,40917,30253,,53,335.81,124.57,121.45,89.8,1573,27,0.08,,,
Gibraltar,3/2/2022,113176,41978,40922,30276,38,51,335.92,124.6,121.46,89.86,1514,26,0.077,,,
Gibraltar,3/3/2022,,,,,,43,,,,,1276,20,0.059,,,
Gibraltar,3/4/2022,113255,41995,40943,30317,,40,336.16,124.65,121.53,89.99,1187,16,0.047,,,
Maldives,2/2/2021,880,880,,,,,0.16,0.16,,,,,,,,
Maldives,2/3/2021,1578,1578,,,698,698,0.29,0.29,,,1284,698,0.128,,,
Maldives,2/4/2021,3204,3204,,,1626,1162,0.59,0.59,,,2138,1162,0.214,,,
Maldives,2/5/2021,4269,4269,,,1065,1130,0.79,0.79,,,2079,1130,0.208,,,
Maldives,2/6/2021,6854,6854,,,2585,1494,1.26,1.26,,,2748,1494,0.275,,,
Maldives,2/7/2021,9752,9752,,,2898,1774,1.79,1.79,,,3263,1774,0.326,,,
Maldives,2/8/2021,12934,12934,,,3182,2009,2.38,2.38,,,3696,2009,0.37,,,
Maldives,2/9/2021,16251,16251,,,3317,2196,2.99,2.99,,,4040,2196,0.404,,,
Maldives,2/10/2021,20161,20161,,,3910,2655,3.71,3.71,,,4884,2655,0.488,,,
Maldives,2/11/2021,25327,25327,,,5166,3160,4.66,4.66,,,5813,3160,0.581,,,
Maldives,2/12/2021,27367,27367,,,2040,3300,5.03,5.03,,,6070,3300,0.607,,,
Maldives,2/13/2021,33106,33106,,,5739,3750,6.09,6.09,,,6898,3750,0.69,,,
Maldives,2/14/2021,38591,38591,,,5485,4120,7.1,7.1,,,7579,4120,0.758,,,
Maldives,2/15/2021,43817,43817,,,5226,4412,8.06,8.06,,,8116,4412,0.812,,,
Maldives,2/16/2021,50047,50047,,,6230,4828,9.21,9.21,,,8881,4828,0.888,,,
Maldives,2/17/2021,56218,56218,,,6171,5151,10.34,10.34,,,9475,5151,0.948,,,
Maldives,2/18/2021,64048,64048,,,7830,5532,11.78,11.78,,,10176,5532,1.018,,,
Maldives,2/19/2021,64048,64048,,,0,5240,11.78,11.78,,,9639,5240,0.964,,,
Maldives,2/20/2021,70009,70009,,,5961,5272,12.88,12.88,,,9698,5272,0.97,,,
Maldives,2/21/2021,75013,75013,,,5004,5203,13.8,13.8,,,9571,5203,0.957,,,
Maldives,2/22/2021,80159,80159,,,5146,5192,14.75,14.75,,,9551,5192,0.955,,,
Maldives,2/23/2021,85110,85110,,,4951,5009,15.66,15.66,,,9214,5009,0.921,,,
Maldives,2/24/2021,90865,90865,,,5755,4950,16.71,16.71,,,9106,4950,0.911,,,
Maldives,2/25/2021,98311,98311,,,7446,4895,18.08,18.08,,,9004,4895,0.9,,,
Maldives,2/26/2021,99419,99419,,,1108,5053,18.29,18.29,,,9295,5053,0.93,,,
Maldives,2/27/2021,105492,105492,,,6073,5069,19.41,19.41,,,9325,5069,0.932,,,
Maldives,2/28/2021,111415,111415,,,5923,5200,20.5,20.5,,,9566,5200,0.957,,,
Maldives,3/1/2021,117115,117115,,,5700,5279,21.54,21.54,,,9711,5279,0.971,,,
Maldives,3/2/2021,123665,123665,,,6550,5508,22.75,22.75,,,10132,5508,1.013,,,
Maldives,3/3/2021,129424,129424,,,5759,5508,23.81,23.81,,,10132,5508,1.013,,,
Maldives,3/4/2021,137124,137124,,,7700,5545,25.22,25.22,,,10200,5545,1.02,,,
Maldives,3/5/2021,138827,138827,,,1703,5630,25.54,25.54,,,10356,5630,1.036,,,
Maldives,3/6/2021,145768,145768,,,6941,5754,26.81,26.81,,,10585,5754,1.058,,,
Maldives,3/7/2021,151643,151643,,,5875,5747,27.9,27.9,,,10572,5747,1.057,,,
Maldives,3/8/2021,157813,157813,,,6170,5814,29.03,29.03,,,10695,5814,1.069,,,
Maldives,3/9/2021,165675,165675,,,7862,6001,30.48,30.48,,,11039,6001,1.104,,,
Maldives,3/10/2021,175456,175456,,,9781,6576,32.28,32.28,,,12097,6576,1.21,,,
Maldives,3/11/2021,186930,186930,,,11474,7115,34.39,34.39,,,13088,7115,1.309,,,
Maldives,3/12/2021,188436,188436,,,1506,7087,34.66,34.66,,,13037,7087,1.304,,,
Maldives,3/13/2021,198206,198206,,,9770,7491,36.46,36.46,,,13780,7491,1.378,,,
Maldives,3/14/2021,206114,206114,,,7908,7782,37.92,37.92,,,14315,7782,1.432,,,
Maldives,3/15/2021,212711,212711,,,6597,7843,39.13,39.13,,,14427,7843,1.443,,,
Maldives,3/16/2021,214486,214486,,,1775,6973,39.46,39.46,,,12827,6973,1.283,,,
Maldives,3/17/2021,215852,215852,,,1366,5771,39.71,39.71,,,10616,5771,1.062,,,
Maldives,3/18/2021,217597,217597,,,1745,4381,40.03,40.03,,,8059,4381,0.806,,,
Maldives,3/19/2021,218046,218046,,,449,4230,40.11,40.11,,,7781,4230,0.778,,,
Maldives,3/20/2021,218645,218645,,,599,2920,40.22,40.22,,,5371,2920,0.537,,,
Maldives,3/21/2021,218912,218912,,,267,1828,40.27,40.27,,,3363,1828,0.336,,,
Maldives,3/22/2021,220768,220768,,,1856,1151,40.61,40.61,,,2117,1151,0.212,,,
Maldives,3/23/2021,222970,222970,,,2202,1212,41.02,41.02,,,2229,1212,0.223,,,
Maldives,3/24/2021,224979,224979,,,2009,1304,41.39,41.39,,,2399,1304,0.24,,,
Maldives,3/25/2021,227423,227423,,,2444,1404,41.83,41.83,,,2583,1404,0.258,,,
Maldives,3/26/2021,227696,227696,,,273,1379,41.89,41.89,,,2537,1379,0.254,,,
Maldives,3/27/2021,230130,230130,,,2434,1641,42.33,42.33,,,3019,1641,0.302,,,
Maldives,3/28/2021,232175,232175,,,2045,1895,42.71,42.71,,,3486,1895,0.349,,,
Maldives,3/29/2021,233875,233875,,,1700,1872,43.02,43.02,,,3444,1872,0.344,,,
Maldives,3/30/2021,235682,235682,,,1807,1816,43.35,43.35,,,3341,1816,0.334,,,
Maldives,3/31/2021,237716,237716,,,2034,1820,43.73,43.73,,,3348,1820,0.335,,,
Maldives,4/1/2021,240773,240773,,,3057,1907,44.29,44.29,,,3508,1907,0.351,,,
Maldives,4/2/2021,241127,241127,,,354,1919,44.36,44.36,,,3530,1919,0.353,,,
Maldives,4/3/2021,245470,243749,1721,,4343,2191,45.15,44.84,0.32,,4030,1946,0.358,,,
Maldives,4/4/2021,250633,246896,3737,,5163,2637,46.1,45.42,0.69,,4851,2103,0.387,,,
Maldives,4/5/2021,256892,251139,5753,,6259,3288,47.26,46.2,1.06,,6048,2466,0.454,,,
Maldives,4/6/2021,263832,255881,7951,,6940,4021,48.53,47.07,1.46,,7397,2886,0.531,,,
Maldives,4/7/2021,270854,260285,10569,,7022,4734,49.82,47.88,1.94,,8708,3224,0.593,,,
Maldives,4/8/2021,280186,265235,14951,,9332,5630,51.54,48.79,2.75,,10356,3495,0.643,,,
Maldives,4/9/2021,282926,267795,15131,,2740,5971,52.04,49.26,2.78,,10984,3810,0.701,,,
Maldives,4/10/2021,283753,268459,15294,,827,5469,52.2,49.38,2.81,,10060,3530,0.649,,,
Maldives,4/11/2021,,,,,,5823,,,,,10712,3452,0.635,,,
Maldives,4/12/2021,299029,273660,25369,,,6020,55.01,50.34,4.67,,11074,3217,0.592,,,
Maldives,4/13/2021,,,,,,5366,,,,,9871,2620,0.482,,,
Maldives,4/14/2021,303752,274782,28970,,,4700,55.88,50.55,5.33,,8646,2071,0.381,,,
Maldives,4/15/2021,312053,277522,34531,,8301,4552,57.4,51.05,6.35,,8373,1755,0.323,,,
Maldives,4/16/2021,313363,278069,35294,,1310,4348,57.64,51.15,6.49,,7998,1468,0.27,,,
Maldives,4/17/2021,319532,279302,40230,,6169,5111,58.78,51.38,7.4,,9402,1549,0.285,,,
Maldives,4/18/2021,327665,281848,45817,,8133,5182,60.27,51.85,8.43,,9532,1541,0.283,,,
Maldives,4/19/2021,335323,283973,51350,,7658,5185,61.68,52.24,9.45,,9538,1473,0.271,,,
Maldives,4/20/2021,342379,285562,56817,,7056,5856,62.98,52.53,10.45,,10772,1620,0.298,,,
Maldives,4/21/2021,349757,287171,62586,,7378,6572,64.34,52.83,11.51,,12089,1770,0.326,,,
Maldives,4/22/2021,358705,288903,69802,,8948,6665,65.98,53.14,12.84,,12260,1626,0.299,,,
Maldives,4/23/2021,360997,290014,70983,,2292,6805,66.41,53.35,13.06,,12518,1706,0.314,,,
Maldives,4/24/2021,368150,291227,76923,,7153,6945,67.72,53.57,14.15,,12775,1704,0.313,,,
Maldives,4/25/2021,375240,292413,82827,,7090,6796,69.03,53.79,15.24,,12501,1509,0.278,,,
Maldives,4/26/2021,382078,293429,88649,,6838,6679,70.28,53.98,16.31,,12286,1351,0.249,,,
Maldives,4/27/2021,386881,294269,92612,,4803,6357,71.17,54.13,17.04,,11694,1244,0.229,,,
Maldives,4/28/2021,392590,295251,97339,,5709,6119,72.22,54.31,17.91,,11256,1154,0.212,,,
Maldives,4/29/2021,397875,296529,101346,,5285,5596,73.19,54.55,18.64,,10294,1089,0.2,,,
Maldives,4/30/2021,,,,,,5388,,,,,9911,962,0.177,,,
Maldives,5/1/2021,399550,296961,102589,,,4486,73.5,54.63,18.87,,8252,819,0.151,,,
Maldives,5/2/2021,406133,297639,108494,,6583,4413,74.71,54.75,19.96,,8118,747,0.137,,,
Maldives,5/3/2021,412636,298396,114240,,6503,4365,75.91,54.89,21.01,,8030,710,0.131,,,
Maldives,5/4/2021,418925,299407,119518,,6289,4578,77.06,55.08,21.99,,8421,734,0.135,,,
Maldives,5/5/2021,423770,300189,123581,,4845,4454,77.95,55.22,22.73,,8193,705,0.13,,,
Maldives,5/6/2021,427228,300438,126790,,3458,4193,78.59,55.27,23.32,,7713,558,0.103,,,
Maldives,5/7/2021,428831,300664,128167,,1603,4303,78.88,55.31,23.58,,7915,560,0.103,,,
Maldives,5/8/2021,431792,300906,130886,,2961,4606,79.43,55.35,24.08,,8473,564,0.104,,,
Maldives,5/9/2021,435236,301239,133997,,3444,4158,80.06,55.41,24.65,,7649,514,0.095,,,
Maldives,5/10/2021,437912,301707,136205,,2676,3611,80.55,55.5,25.06,,6643,473,0.087,,,
Maldives,5/11/2021,440987,302097,138890,,3075,3152,81.12,55.57,25.55,,5798,384,0.071,,,
Maldives,5/12/2021,442560,302482,140078,,1573,2684,81.41,55.64,25.77,,4937,328,0.06,,,
Maldives,5/13/2021,443176,302506,140670,,616,2278,81.52,55.65,25.88,,4190,295,0.054,,,
Maldives,5/14/2021,443936,302688,141248,,760,2158,81.66,55.68,25.98,,3970,289,0.053,,,
Maldives,5/15/2021,445887,302974,142913,,1951,2014,82.02,55.73,26.29,,3705,295,0.054,,,
Maldives,5/16/2021,448708,303336,145372,,2821,1925,82.54,55.8,26.74,,3541,300,0.055,,,
Maldives,5/17/2021,451601,303919,147682,,2893,1956,83.07,55.91,27.17,,3598,316,0.058,,,
Maldives,5/18/2021,453829,304394,149435,,2228,1835,83.48,55.99,27.49,,3376,328,0.06,,,
Maldives,5/19/2021,455940,304861,151079,,2111,1911,83.87,56.08,27.79,,3515,340,0.063,,,
Maldives,5/20/2021,,,,,,2067,,,,,3802,375,0.069,,,
Maldives,5/21/2021,459347,305401,153946,,,2202,84.5,56.18,28.32,,4051,388,0.071,,,
Maldives,5/22/2021,461852,305850,156002,,2505,2281,84.96,56.26,28.7,,4196,411,0.076,,,
Maldives,5/23/2021,464505,306430,158075,,2653,2257,85.45,56.37,29.08,,4152,442,0.081,,,
Maldives,5/24/2021,466740,307210,159530,,2235,2163,85.86,56.51,29.35,,3979,470,0.086,,,
Maldives,5/25/2021,469381,307927,161454,,2641,2222,86.34,56.64,29.7,,4087,505,0.093,,,
Maldives,5/26/2021,470836,308423,162413,,1455,2128,86.61,56.74,29.88,,3914,509,0.094,,,
Maldives,5/27/2021,472694,308905,163789,,1858,2150,86.95,56.82,30.13,,3955,539,0.099,,,
Maldives,5/28/2021,473035,309022,164013,,341,1955,87.02,56.85,30.17,,3596,517,0.095,,,
Maldives,5/29/2021,474625,309444,165181,,1590,1825,87.31,56.92,30.39,,3357,513,0.094,,,
Maldives,5/30/2021,476305,309815,166490,,1680,1686,87.62,56.99,30.63,,3101,484,0.089,,,
Maldives,5/31/2021,477916,310159,167757,,1611,1597,87.91,57.05,30.86,,2938,421,0.077,,,
Maldives,6/1/2021,479294,310405,168889,,1378,1416,88.17,57.1,31.07,,2605,354,0.065,,,
Maldives,6/2/2021,480939,310834,170105,,1645,1443,88.47,57.18,31.29,,2654,344,0.063,,,
Maldives,6/3/2021,482340,311225,171115,,1401,1378,88.73,57.25,31.48,,2535,331,0.061,,,
Maldives,6/4/2021,482628,311325,171303,,288,1370,88.78,57.27,31.51,,2520,329,0.061,,,
Maldives,6/5/2021,484003,311740,172263,,1375,1340,89.03,57.35,31.69,,2465,328,0.06,,,
Maldives,6/6/2021,485424,312133,173291,,1421,1303,89.29,57.42,31.88,,2397,331,0.061,,,
Maldives,6/7/2021,486833,312574,174259,,1409,1274,89.55,57.5,32.06,,2344,345,0.063,,,
Maldives,6/8/2021,488203,313085,175118,,1370,1273,89.81,57.59,32.21,,2342,383,0.07,,,
Maldives,6/9/2021,489415,313485,175930,,1212,1211,90.03,57.67,32.36,,2228,379,0.07,,,
Maldives,6/10/2021,490407,313609,176798,,992,1152,90.21,57.69,32.52,,2119,341,0.063,,,
Maldives,6/11/2021,,,,,,1213,,,,,2231,345,0.063,,,
Maldives,6/12/2021,491834,313865,177969,,,1119,90.47,57.74,32.74,,2058,304,0.056,,,
Maldives,6/13/2021,492718,314059,178659,,884,1042,90.64,57.77,32.86,,1917,275,0.051,,,
Maldives,6/14/2021,493630,314194,179436,,912,971,90.8,57.8,33.01,,1786,231,0.042,,,
Maldives,6/15/2021,494794,314538,180256,,1164,942,91.02,57.86,33.16,,1733,208,0.038,,,
Maldives,6/16/2021,495873,314755,181118,,1079,923,91.22,57.9,33.32,,1698,181,0.033,,,
Maldives,6/17/2021,496662,314903,181759,,789,894,91.36,57.93,33.43,,1645,185,0.034,,,
Maldives,6/18/2021,,,,,,878,,,,,1615,185,0.034,,,
Maldives,6/19/2021,497871,315156,182715,,,862,91.58,57.97,33.61,,1586,184,0.034,,,
Maldives,6/20/2021,498655,315282,183373,,784,848,91.73,58,33.73,,1560,175,0.032,,,
Maldives,6/21/2021,499609,315397,184212,,954,854,91.9,58.02,33.89,,1571,172,0.032,,,
Maldives,6/22/2021,500485,315620,184865,,876,813,92.07,58.06,34.01,,1496,155,0.029,,,
Maldives,6/23/2021,501493,315822,185671,,1008,803,92.25,58.1,34.15,,1477,152,0.028,,,
Maldives,6/24/2021,502546,315975,186571,,1053,841,92.44,58.12,34.32,,1547,153,0.028,,,
Maldives,6/25/2021,502846,316069,186777,,300,797,92.5,58.14,34.36,,1466,148,0.027,,,
Maldives,6/26/2021,503997,316261,187736,,1151,875,92.71,58.18,34.53,,1610,158,0.029,,,
Maldives,6/27/2021,505285,316497,188788,,1288,947,92.95,58.22,34.73,,1742,174,0.032,,,
Maldives,6/28/2021,506233,316704,189529,,948,946,93.12,58.26,34.86,,1740,187,0.034,,,
Maldives,6/29/2021,507074,316847,190227,,841,941,93.28,58.28,34.99,,1731,175,0.032,,,
Maldives,6/30/2021,507741,317012,190729,,667,893,93.4,58.31,35.08,,1643,170,0.031,,,
Maldives,7/1/2021,508655,317214,191441,,914,873,93.57,58.35,35.22,,1606,177,0.033,,,
Maldives,7/2/2021,508969,317244,191725,,314,875,93.63,58.36,35.27,,1610,168,0.031,,,
Maldives,7/3/2021,509637,317316,192321,,668,806,93.75,58.37,35.38,,1483,151,0.028,,,
Maldives,7/4/2021,512200,317398,194802,,2563,988,94.22,58.39,35.83,,1817,129,0.024,,,
Maldives,7/5/2021,517333,317549,199784,,5133,1586,95.16,58.41,36.75,,2917,121,0.022,,,
Maldives,7/6/2021,524007,317762,206245,,6674,2419,96.39,58.45,37.94,,4450,131,0.024,,,
Maldives,7/7/2021,530921,317869,213052,,6914,3311,97.66,58.47,39.19,,6091,122,0.022,,,
Maldives,7/8/2021,537803,318142,219661,,6882,4164,98.93,58.52,40.41,,7660,133,0.024,,,
Maldives,7/9/2021,539092,318142,220950,,1289,4303,99.17,58.52,40.64,,7915,128,0.024,,,
Maldives,7/10/2021,,,,,,5299,,,,,9748,162,0.03,,,
Maldives,7/11/2021,554371,318756,235615,,,6024,101.98,58.64,43.34,,11081,194,0.036,,,
Maldives,7/12/2021,561748,319378,242370,,7377,6345,103.33,58.75,44.58,,11672,261,0.048,,,
Maldives,7/13/2021,566553,319712,246841,,4805,6078,104.22,58.81,45.41,,11181,279,0.051,,,
